TabId,TabTitle,TabUniverse,DataProductType,Year,Geo1year,Geo5year
B99104,Allocation of Length of Time Grandparent Responsible for Own Grandchildren Under 18 Years for the Population 30 Years and Over ,Population 30 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99121,Allocation of Marital Status for the Population 15 Years and Over ,Population 15 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99122,Allocation of Divorced in the Past 12 Months for the Population 15 Years and Over ,Population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99123,Allocation of Married in the Past 12 Months for the Population 15 Years and Over ,Population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99124,Allocation of Widowed in the Past 12 Months for the Population 15 Years and Over ,Population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99125,Allocation of Times Married for the Population 15 Years and Over ,Population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99126,Allocation of Year Last Married for the Population 15 Years and Over ,Population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99131,Allocation of Marital Status for Females 15 to 50 Years ,Women 15 to 50 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99132,Allocation of Fertility of Women 15 to 50 Years  ,Women 15 to 50 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99141,Allocation of School Enrollment for the Population 3 Years and Over ,Population 3 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99142,Allocation of Grade Enrolled for the Population 3 Years and Over Enrolled in School ,Population 3 years and over enrolled in school,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99151,Allocation of Educational Attainment for the Population 25 Years and Over ,Population 25 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99152,Allocation of Field of Degree for the Population 25 Years and Over,Population 25 years and over with a Bachelor's degree or higher attainment,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99161,Allocation of Language Status for the Population 5 Years and Over ,Population 5 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99162,Allocation of Language Spoken at Home for the Population 5 Years and Over ,Population 5 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99163,Allocation of Ability to Speak English for the Population 5 Years and Over ,Population 5 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99171,Allocation of Poverty Status in the Past 12 Months for Unrelated Individuals ,Unrelated individuals 15 years and over for whom poverty status is determined,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99172,Allocation of Poverty Status in the Past 12 Months for Families ,Families,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99181,Allocation of Disability Items for the Civilian Noninstitutionalized Population  ,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99182,Allocation of Hearing Difficulty for the Civilian Noninstitutionalized Population  ,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99183,Allocation of Vision Difficulty for the Civilian Noninstitutionalized Population  ,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99184,Allocation of Cognitive Difficulty for the Civilian Noninstitutionalized Population 5 Years and Over ,Civilian noninstitutionalized population 5 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99185,Allocation of Ambulatory Difficulty for the Civilian Noninstitutionalized Population 5 Years and Over ,Civilian noninstitutionalized population 5 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99186,Allocation of Self-Care Difficulty for the Civilian Noninstitutionalized Population 5 Years and Over ,Civilian noninstitutionalized population 5 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99187,Age by Allocation of Independent Living Difficulty for the Civilian Noninstitutionalized Population 15 Years and Over ,Civilian noninstitutionalized population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99191,Allocation of Individuals' Income in the Past 12 Months for the Population 15 Years and Over - Percent of Income Allocated ,Population 15 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99192,Allocation of Household Income in the Past 12 Months - Percent of Income Allocated ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99193,Allocation of Family Income in the Past 12 Months -- Percent of Income Allocated ,Families,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99194,Allocation of Nonfamily Household Income in the Past 12 Months -- Percent of Income Allocated ,Nonfamily households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99201,Allocation of Earnings in the Past 12 Months for the Population 16 Years and Over - Percent of Earnings Allocated ,Population 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99211,Allocation of Veteran Status for the Population 18 Years and Over ,Population 18 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99212,Allocation of Period of Military Service for Civilian Veterans 18 Years and Over ,Civilian veterans 18 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99221,Allocation of Food Stamps/SNAP Receipt ,Households,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99231,Allocation of Employment Status for the Population 16 Years and Over ,Population 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99232,Allocation of Work Status in the Past 12 Months for the Population 16 Years and Over ,Population 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99233,Allocation of Usual Hours Worked per Week in the Past 12 Months for the Population 16 Years and Over ,Population 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99234,Allocation of Weeks Worked in the Past 12 Months for the Population 16 Years and Over ,Population 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99241,Allocation of Industry for the Civilian Employed Population 16 Years and Over ,Civilian employed population 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99242,Allocation of Occupation for the Civilian Employed Population 16 Years and Over ,Civilian employed population 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99243,Allocation of Class of Worker for the Civilian Employed Population 16 Years and Over ,Civilian employed population 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99244,"Allocation of Industry for the Full-Time, Year-Round Civilian Employed Population 16 Years and Over ","Full-time, year-round civilian employed population 16 years and over",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99245,"Allocation of Occupation for the Full-Time, Year-Round Civilian Employed Population 16 Years and Over ","Full-time, year-round civilian employed population 16 years and over",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99246,"Allocation of Class of Worker for the Full-Time, Year-Round Civilian Employed Population 16 Years and Over ","Full-time, year-round civilian employed population 16 years and over",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99252,Allocation of Tenure ,Occupied housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99253,Allocation of Vacancy Status ,Vacant housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99254,Allocation of Rooms ,Housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99255,Allocation of Units in Structure ,Housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99256,Allocation of Year Structure Built ,Housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99257,Allocation of Year Householder Moved Into Unit ,Occupied housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99258,Allocation of Bedrooms ,Housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99259,Allocation of Plumbing Facilities ,Housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B992510,Allocation of Kitchen Facilities ,Housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B992511,Allocation of House Heating Fuel ,Occupied housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B992512,Allocation of Vehicles Available ,Occupied housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B992513,Allocation of Telephone Service Available ,Occupied housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B992514,Allocation of Meals Included in Rent ,Renter-occupied housing units paying cash rent,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B992515,Allocation of Contract Rent ,Renter-occupied housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B992516,Allocation of Rent Asked ,"Vacant-for-rent and rented, not occupied housing units",Detailed Table,"1,5",,Excludes Place/Remainder (070)
B992518,Allocation of Gross Rent ,Renter-occupied housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B992519,Allocation of Value ,Owner-occupied housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B992520,Allocation of Price Asked ,"Vacant-for-sale-only and sold, not occupied housing units",Detailed Table,"1,5",,Excludes Place/Remainder (070)
B992521,Allocation of Mortgage Status ,Owner-occupied housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B992522,Allocation of Mortgage Status and Selected Monthly Owner Costs ,Owner-occupied housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
