,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
46657,17-03529,75,1,6,0,2,0,N,1,1,15097.5,8570,14,9,44900.0,6,367,N,2,2,2,2,126,126
46658,13-04600,82,2,6,0,2,0,3,1,1,3670.4,N,N,5,186300.0,9,501,N,2,2,2,1,79,70
46659,30-00600,74,2,6,0,1,N,N,2,0,16.3,N,N,3,9800.0,2,N,N,2,2,2,2,93,0
46660,30-00600,16,1,6,0,3,N,N,2,0,16.3,N,N,4,0.0,0,N,N,2,2,2,2,6,0
46661,17-03529,29,2,6,0,2,0,2,1,2,15097.5,7270,10,9,144000.0,9,501,N,2,2,2,2,127,128
46662,06-08507,26,2,6,0,1,0,4,1,1,3305.1,3365,4,9,100000.0,8,501,N,2,2,2,2,145,87
46663,17-03531,75,2,6,0,2,0,3,1,2,11171.6,N,N,10,0.0,0,115,N,2,2,2,2,120,121
46664,19-01700,18,2,6,1,1,N,N,3,0,3572.3,770,3,7,2000.0,1,N,N,2,2,2,2,71,0
46665,28-01100,28,1,6,0,2,0,N,1,1,2674.3,7860,11,10,66000.0,8,498,N,2,2,2,2,58,62
46666,19-01700,20,1,6,0,1,N,N,3,0,3572.3,8680,14,7,7000.0,1,N,N,2,2,2,2,96,0
46667,40-00200,17,2,6,0,4,0,N,1,1,90.7,7270,10,5,6000.0,2,45,N,2,2,2,2,79,80
46668,17-03529,60,2,6,0,2,0,2,1,2,15097.5,N,N,5,0.0,0,61,N,2,1,2,2,121,119
46669,17-03529,48,1,6,0,2,1,2,1,2,15097.5,6170,7,11,78000.0,8,447,N,2,2,2,2,40,40
46670,06-07502,30,1,6,0,6,0,N,1,2,33632.6,6190,7,9,120000.0,9,501,N,2,2,2,2,107,106
46671,06-08507,45,2,6,0,6,1,2,1,1,3305.1,7380,10,9,100000.0,8,501,N,2,2,2,2,55,53
46672,51-51255,16,1,6,0,9,5,7,1,1,11224.3,N,N,4,0.0,0,501,N,2,2,2,2,51,74
46673,08-00803,51,1,6,0,1,0,N,1,1,3393.2,7380,10,9,100000.0,8,501,N,2,2,2,2,56,56
46674,26-02702,38,2,6,0,6,0,N,1,2,4817.2,9480,16,11,225000.0,9,501,N,2,2,2,2,228,228
46675,08-00803,20,1,6,0,1,0,3,1,2,3393.2,3960,4,8,5700.0,1,43,N,2,2,2,2,186,124
46676,51-01301,24,2,6,0,1,0,N,1,2,11162.8,7860,11,10,62000.0,7,467,N,2,2,2,2,108,108
46677,13-04600,25,2,6,0,2,0,N,1,2,3670.4,8680,14,7,21000.0,4,158,N,2,2,2,2,66,66
46678,17-03529,20,2,6,0,1,N,N,3,0,15097.5,N,N,9,0.0,0,N,N,2,2,2,2,4,0
46679,36-03710,23,2,6,4,8,3,4,1,2,52864.7,7690,10,4,16000.0,3,62,N,2,2,2,2,89,89
46680,17-03531,53,1,6,0,2,0,9,1,1,11171.6,6470,8,4,12800.0,2,239,N,2,2,2,2,76,53
46681,40-00200,16,2,6,1,1,4,8,1,2,90.7,N,N,4,0.0,0,37,N,2,2,2,2,19,47
46682,38-00100,25,2,6,0,1,0,5,1,1,73.0,490,1,8,25000.0,4,501,N,2,2,2,2,3,44
46683,36-03710,38,1,6,0,2,N,N,2,0,52864.7,N,N,4,0.0,0,N,N,2,2,2,2,71,0
46684,51-01301,25,2,6,1,9,0,N,1,2,11162.8,6890,9,9,85000.0,8,501,N,2,2,2,2,125,91
46685,01-01301,64,1,6,0,2,0,3,1,1,2731.2,N,N,8,10400.0,3,160,N,2,2,2,2,45,45
46686,28-01100,43,2,6,0,2,1,3,1,2,2674.3,8270,12,5,17600.0,4,85,N,2,2,2,2,112,112
46687,29-01901,22,2,6,0,2,N,N,3,0,5434.8,8370,13,7,3500.0,1,N,N,2,2,2,2,69,0
46688,29-01901,53,2,6,0,2,0,N,1,1,5434.8,6190,7,8,0.0,0,0,N,2,2,2,2,89,89
46689,19-01700,21,1,6,0,1,0,N,1,2,3572.3,8680,14,7,20000.0,3,151,N,2,2,2,2,91,93
46690,17-03531,45,1,6,0,2,3,6,1,2,11171.6,3570,4,9,150000.0,9,501,N,2,2,2,2,135,95
46691,01-01301,30,1,6,0,2,0,N,1,2,2731.2,6170,7,8,30000.0,5,228,N,2,2,2,2,337,337
46692,29-01901,21,1,6,0,6,0,N,1,1,5434.8,8191,12,11,2500.0,1,18,N,2,2,2,2,113,113
46693,06-08507,24,1,6,0,4,1,4,1,2,3305.1,8980,15,7,15000.0,3,501,N,2,2,2,2,135,74
46694,36-03710,28,2,6,3,2,2,3,1,2,52864.7,7980,12,7,34000.0,5,167,N,2,2,2,2,86,87
46695,19-01700,40,1,6,0,1,0,N,1,1,3572.3,4560,5,9,53000.0,7,400,N,2,2,2,2,102,102
46696,40-00200,19,2,6,0,3,0,4,1,1,90.7,N,N,5,0.0,0,214,N,2,2,2,2,53,31
46697,29-01901,20,1,6,0,2,0,2,1,2,5434.8,N,N,5,0.0,0,209,N,2,2,2,2,308,267
46698,24-01004,65,1,6,2,4,0,2,1,1,4187.9,8660,14,4,10600.0,2,87,N,1,2,2,2,138,98
46699,19-01700,34,2,6,0,1,0,N,1,2,3572.3,7970,12,9,31000.0,5,236,N,2,2,2,2,119,120
46700,24-01004,22,1,6,2,2,0,5,1,2,4187.9,8680,14,8,10000.0,2,245,N,2,2,2,2,301,197
46701,40-00200,20,1,6,0,3,1,4,1,1,90.7,N,N,5,0.0,0,75,N,2,2,2,2,42,43
46702,32-00405,27,2,6,1,5,1,7,1,1,7990.5,6970,9,9,110000.0,9,465,N,2,2,2,2,129,67
46703,36-04010,30,2,6,0,2,0,2,1,1,50441.6,8680,14,7,0.0,0,265,N,2,2,2,2,92,117
46704,36-03710,22,1,6,2,5,0,3,1,2,52864.7,8680,14,5,90.0,1,352,N,2,2,2,2,259,206
46705,38-00100,25,2,6,0,1,0,N,1,2,73.0,8590,14,7,10000.0,2,75,N,2,2,2,2,245,245
46706,13-04600,23,1,6,0,2,N,N,3,0,3670.4,N,N,7,0.0,0,N,N,2,2,2,2,97,0
46707,30-00600,20,2,6,0,2,7,9,1,2,16.3,N,N,4,0.0,0,0,N,2,2,2,2,98,133
46708,51-01301,33,2,6,0,1,0,N,1,1,11162.8,1370,4,10,13510.0,3,102,N,2,2,2,2,120,120
46709,24-01004,17,1,6,0,1,2,4,1,1,4187.9,8590,14,4,1100.0,1,501,N,2,2,2,2,24,20
46710,36-03710,27,1,6,3,2,0,3,1,2,52864.7,8170,12,8,24000.0,4,178,N,2,2,2,2,67,48
46711,06-07502,54,1,6,0,1,0,N,1,2,33632.6,5295,6,7,60000.0,7,456,N,2,2,2,2,68,68
46712,13-04600,28,1,6,0,2,N,N,3,0,3670.4,N,N,7,0.0,0,N,N,2,2,2,2,80,0
46713,01-01301,71,2,6,0,2,0,N,1,1,2731.2,N,N,1,0.0,0,0,N,1,1,1,2,71,71
46714,06-07502,26,1,6,0,1,0,N,1,2,33632.6,7890,11,9,62770.0,7,480,N,2,2,2,2,81,81
46715,28-01100,56,2,6,0,2,0,N,1,2,2674.3,N,N,5,11200.0,3,85,N,2,2,2,2,29,29
46716,38-00100,59,1,6,0,2,N,N,3,0,73.0,N,N,6,287000.0,9,501,N,1,2,2,1,47,0
46717,32-00405,66,1,6,0,1,0,N,1,2,7990.5,N,N,5,62300.0,8,501,N,2,2,2,2,57,56
46718,01-01301,66,2,6,0,1,0,3,1,1,2731.2,N,N,4,16700.0,4,169,N,2,1,2,2,111,107
46719,32-00405,64,2,6,0,2,0,N,1,2,7990.5,N,N,6,290.0,1,2,N,2,2,2,2,83,83
46720,32-00405,15,2,6,1,8,5,6,1,2,7990.5,N,N,3,0.0,0,60,N,2,2,2,2,77,70
46721,17-03531,17,1,6,0,2,1,6,1,1,11171.6,8680,14,4,500.0,1,393,N,2,2,2,2,109,110
46722,19-01700,33,2,6,0,5,3,4,1,2,3572.3,670,2,7,56000.0,7,217,N,2,2,2,2,253,253
46723,06-07502,27,2,6,0,1,0,N,1,2,33632.6,6672,8,9,106000.0,8,501,N,2,2,2,2,101,101
46724,30-00600,41,2,6,0,2,0,N,1,2,16.3,7980,12,7,36000.0,6,274,N,2,2,2,2,16,16
46725,17-03529,47,2,6,0,2,0,N,1,1,15097.5,7860,11,10,65000.0,7,492,N,2,2,2,2,118,119
46726,24-01004,37,1,6,0,9,0,N,1,2,4187.9,9170,15,12,90000.0,8,501,N,2,2,2,2,76,80
46727,38-00100,56,1,6,0,1,0,2,1,1,73.0,8660,14,9,11500.0,2,501,N,2,2,2,2,3,24
46728,28-01100,25,2,6,0,2,2,3,1,2,2674.3,8680,14,7,6400.0,2,48,N,2,2,2,2,196,151
46729,17-03529,49,1,6,0,2,1,2,1,2,15097.5,6170,7,11,78000.0,8,447,N,2,2,2,2,41,41
46730,51-51255,15,1,6,0,9,3,5,1,1,11224.3,N,N,4,5000.0,1,297,N,2,2,2,2,49,66
46731,51-01301,48,1,6,0,1,0,N,1,1,11162.8,6991,9,9,240000.0,9,501,N,2,2,2,2,48,49
46732,13-04600,15,2,6,0,2,0,4,1,2,3670.4,N,N,3,0.0,0,318,N,2,2,2,2,222,127
46733,13-04600,31,1,6,2,1,0,N,1,2,3670.4,4971,6,6,20000.0,4,150,N,2,2,2,2,55,46
46734,08-00803,28,1,6,0,1,0,N,1,2,3393.2,8680,14,9,14700.0,2,111,N,2,2,2,2,215,213
46735,28-01100,18,2,6,0,2,0,3,1,1,2674.3,9470,16,4,900.0,1,300,N,2,2,2,2,109,190
46736,36-03710,56,1,6,0,2,2,4,1,1,52864.7,8180,12,4,68000.0,7,275,N,2,2,2,2,78,78
46737,36-03710,51,2,6,0,2,0,N,1,2,52864.7,7780,10,9,50000.0,6,380,N,2,2,2,2,132,132
46738,17-03529,38,1,6,0,2,0,N,1,2,15097.5,9090,15,7,21000.0,4,160,N,2,1,2,2,344,345
46739,28-01100,20,2,6,0,2,0,N,1,2,2674.3,8680,14,7,9600.0,3,72,N,2,2,2,2,90,71
46740,24-01004,17,1,6,0,1,1,4,1,1,4187.9,N,N,4,0.0,0,501,N,2,2,2,2,33,29
46741,08-00803,23,1,6,0,1,0,N,1,2,3393.2,1370,4,9,36000.0,5,273,N,2,2,2,2,166,162
46742,17-03531,56,1,6,0,2,0,N,1,1,11171.6,8090,12,12,81000.0,8,501,N,2,2,2,2,63,64
46743,06-08507,17,2,6,0,6,1,3,1,2,3305.1,N,N,4,0.0,0,0,N,2,2,2,2,54,53
46744,06-07502,59,2,6,0,1,0,N,1,2,33632.6,7370,10,10,289000.0,9,501,N,2,2,2,2,115,115
46745,51-51255,34,1,6,0,4,0,N,1,1,11224.3,9490,16,10,38000.0,5,286,N,2,2,2,2,114,115
46746,13-04600,29,2,6,0,2,0,N,1,2,3670.4,7072,9,5,30000.0,5,229,N,2,2,2,2,267,266
46747,38-00100,16,2,6,0,2,0,7,1,2,73.0,N,N,4,0.0,0,23,N,2,2,2,2,23,63
46748,01-01301,44,2,6,0,2,1,2,1,1,2731.2,5370,6,8,45000.0,7,258,N,2,2,2,2,381,381
46749,36-04010,75,1,6,0,1,N,N,2,0,50441.6,N,N,7,13000.0,3,N,N,2,1,2,2,94,0
46750,13-04600,35,1,6,0,2,0,N,1,1,3670.4,6370,7,8,13300.0,3,101,N,2,2,2,2,75,75
46751,01-01301,70,2,6,1,1,0,N,1,1,2731.2,N,N,1,0.0,0,0,N,1,1,1,1,71,71
46752,06-08507,73,1,6,0,3,0,N,1,2,3305.1,N,N,10,17500.0,3,144,N,2,2,2,1,110,110
46753,32-00405,42,1,6,0,1,0,N,1,2,7990.5,N,N,4,9600.0,2,72,N,1,2,2,2,118,118
46754,51-51255,41,1,6,0,1,0,N,1,1,11224.3,9190,15,9,32500.0,5,245,N,2,2,2,2,139,64
46755,32-00405,17,2,6,1,1,1,3,1,1,7990.5,N,N,4,0.0,0,37,N,2,2,2,2,60,59
46756,13-04600,22,1,6,0,1,N,N,3,0,3670.4,N,N,7,0.0,0,N,N,2,2,2,2,88,0
46757,28-01100,20,1,6,0,2,N,N,3,0,2674.3,5381,6,7,10000.0,3,N,N,2,2,2,2,89,0
46758,32-00405,24,1,6,0,1,1,2,1,1,7990.5,7580,10,4,20000.0,4,113,N,2,2,2,2,154,155
46759,38-00100,47,2,6,0,3,0,N,1,2,73.0,N,N,7,2000.0,1,15,N,2,2,2,2,24,25
46760,17-03529,33,2,6,0,2,0,3,1,2,15097.5,8191,12,8,24900.0,4,139,N,2,2,2,2,195,194
46761,17-03531,57,2,6,0,2,0,2,1,2,11171.6,8090,12,7,12410.0,2,232,N,2,2,2,2,45,46
46762,24-01004,19,1,6,0,2,0,N,1,1,4187.9,9370,16,10,59000.0,6,449,N,2,2,2,2,52,55
46763,13-04600,19,1,6,0,2,N,N,3,0,3670.4,N,N,7,0.0,0,N,N,2,2,2,2,89,0
46764,24-01004,18,1,6,4,1,N,N,2,0,4187.9,9670,17,8,14000.0,2,N,N,2,2,2,2,71,0
46765,30-00600,54,1,6,0,1,0,N,1,1,16.3,490,1,7,100000.0,9,501,N,2,2,2,2,56,55
46766,38-00100,20,2,6,0,1,4,6,1,1,73.0,N,N,3,0.0,0,501,N,2,2,2,2,126,166
46767,26-02702,18,1,6,0,4,N,N,3,0,4817.2,8980,15,7,34000.0,5,N,N,2,2,2,2,121,0
46768,28-01100,32,2,6,0,2,0,N,1,2,2674.3,N,N,5,11800.0,3,90,N,2,2,2,2,221,222
46769,32-00405,36,2,6,0,2,0,N,1,2,7990.5,8660,14,5,24000.0,4,181,N,2,2,2,2,45,45
46770,13-04600,65,1,6,0,2,0,N,1,1,3670.4,N,N,7,16000.0,3,132,N,2,1,2,2,38,37
46771,17-03529,17,1,6,0,2,0,3,1,2,15097.5,8370,13,4,930.0,1,28,N,2,2,2,2,176,111
46772,32-00405,19,2,6,0,2,1,3,1,2,7990.5,N,N,4,0.0,0,177,N,1,2,2,2,260,196
46773,13-04600,67,2,6,0,2,0,N,1,1,3670.4,8590,14,9,52500.0,7,435,N,2,2,2,2,125,135
46774,51-51255,32,1,6,0,5,0,N,1,2,11224.3,7270,10,11,305000.0,9,501,N,2,2,2,2,74,74
46775,13-04600,24,1,6,0,2,0,2,1,1,3670.4,N,N,7,0.0,0,0,N,2,2,2,2,218,88
46776,17-03529,62,1,6,0,2,0,N,1,2,15097.5,N,N,10,79200.0,8,501,N,2,2,2,2,149,149
46777,51-51255,41,2,6,0,2,0,N,1,2,11224.3,9390,16,10,103000.0,8,501,N,2,2,2,2,180,170
46778,08-00803,19,1,6,0,1,N,N,3,0,3393.2,3580,4,7,3000.0,1,N,N,2,2,2,2,93,0
46779,36-03710,29,1,6,2,4,0,N,1,1,52864.7,8370,13,10,53000.0,6,400,N,2,2,2,2,84,67
46780,32-00405,24,1,6,1,1,1,6,1,2,7990.5,770,3,6,28800.0,5,175,N,2,2,1,2,202,180
46781,17-03529,21,2,6,0,1,0,N,1,2,15097.5,7071,9,5,4000.0,1,30,N,2,2,2,2,51,40
46782,24-01004,17,1,6,0,7,1,4,1,1,4187.9,N,N,4,0.0,0,501,N,2,2,2,2,28,30
46783,38-00100,16,1,6,0,1,0,9,1,1,73.0,8370,13,4,0.0,0,41,N,2,2,2,1,44,90
46784,06-08507,63,1,6,0,2,0,N,1,1,3305.1,9570,16,9,115000.0,8,501,N,2,2,2,2,116,115
46785,51-01301,24,1,6,0,1,0,N,1,2,11162.8,9190,15,9,35000.0,5,264,N,2,2,2,2,98,97
46786,13-04600,22,2,6,0,2,3,5,1,2,3670.4,5381,6,5,2000.0,1,74,N,1,2,2,2,105,75
46787,51-51255,56,1,6,0,1,N,N,3,0,11224.3,N,N,4,0.0,0,N,N,2,1,1,1,65,0
46788,19-01700,34,2,6,0,1,2,3,1,1,3572.3,7860,11,10,55000.0,7,268,N,2,2,2,2,99,95
46789,36-03710,38,1,6,0,1,N,N,2,0,52864.7,N,N,5,0.0,0,N,N,2,2,2,2,70,0
46790,08-00803,19,2,6,0,1,N,N,3,0,3393.2,8680,14,5,3000.0,1,N,N,2,2,2,2,74,0
46791,36-03710,31,1,6,0,2,N,N,2,0,52864.7,770,3,4,0.0,0,N,N,2,2,2,2,87,0
46792,17-03529,20,2,6,0,2,0,2,1,2,15097.5,8370,13,5,25000.0,4,303,N,2,2,2,2,173,133
46793,06-07502,69,1,6,0,1,0,N,1,2,33632.6,7071,9,9,47100.0,6,389,N,2,2,2,2,87,87
46794,40-00200,53,1,6,0,1,0,N,1,1,90.7,5593,6,9,27000.0,5,204,N,2,2,2,2,195,196
46795,13-04600,53,2,6,0,2,0,6,1,2,3670.4,7690,10,4,15000.0,3,124,N,2,2,2,2,207,210
46796,13-04600,21,2,6,0,1,N,N,3,0,3670.4,7290,10,7,3800.0,1,N,N,2,2,2,2,16,0
46797,36-03710,38,1,6,0,2,N,N,2,0,52864.7,N,N,4,0.0,0,N,N,2,2,2,2,89,0
46798,24-01004,54,2,6,0,4,0,N,1,1,4187.9,5170,6,5,45000.0,5,341,N,2,2,2,2,150,151
46799,29-01901,61,1,6,0,2,0,3,1,2,5434.8,4380,5,4,12000.0,3,253,N,2,2,2,2,76,77
46800,06-07502,25,1,6,0,1,0,N,1,2,33632.6,7380,10,9,140500.0,9,501,N,2,2,2,2,110,110
46801,19-01700,48,1,6,0,1,N,N,3,0,3572.3,N,N,7,2100.0,1,15,N,2,2,2,2,87,0
46802,29-01901,20,1,6,0,2,N,N,3,0,5434.8,8370,13,7,3500.0,1,N,N,2,2,2,2,77,0
46803,36-03710,64,2,6,2,1,0,N,1,2,52864.7,4971,6,4,13900.0,3,115,N,2,1,2,2,75,76
46804,40-00200,21,2,6,0,5,N,N,3,0,90.7,7860,11,5,0.0,0,N,N,2,2,2,2,72,0
46805,13-04600,34,1,6,0,2,0,5,1,1,3670.4,N,N,4,0.0,0,245,N,2,2,2,2,114,59
46806,26-02702,25,2,6,0,9,0,N,1,1,4817.2,9090,15,9,26000.0,4,196,N,2,2,2,2,49,48
46807,28-01100,20,2,6,0,1,N,N,3,0,2674.3,N,N,7,0.0,0,N,N,2,2,2,2,28,0
46808,36-03710,46,2,6,2,8,0,N,1,2,52864.7,N,N,4,2400.0,1,18,N,2,1,2,2,228,228
46809,28-01100,29,1,6,0,1,0,N,1,2,2674.3,9470,16,11,6400.0,2,48,N,2,2,2,2,92,56
46810,01-01301,17,1,6,0,2,0,3,1,2,2731.2,N,N,4,0.0,0,41,N,2,2,2,2,337,192
46811,36-03710,40,2,6,2,8,0,N,1,2,52864.7,N,N,4,2400.0,1,18,N,2,1,2,1,225,225
46812,28-01100,49,1,6,0,2,0,N,1,1,2674.3,8290,12,7,21200.0,5,160,N,2,2,2,2,173,173
46813,38-00100,33,1,6,0,1,0,N,1,1,73.0,370,1,9,73000.0,8,501,N,2,2,2,2,129,129
46814,32-00405,19,1,6,0,2,N,N,2,0,7990.5,1990,4,4,0.0,0,N,N,2,2,2,2,107,0
46815,51-51255,19,1,6,0,1,N,N,3,0,11224.3,7770,10,7,700.0,1,N,N,2,2,2,2,38,0
46816,08-00803,29,1,6,0,1,0,N,1,2,3393.2,9380,16,9,45000.0,6,342,N,2,2,2,2,214,213
46817,17-03529,59,1,6,0,2,0,N,1,1,15097.5,N,N,6,9100.0,2,68,N,1,1,2,2,149,149
46818,32-00405,16,2,6,1,1,1,4,1,1,7990.5,N,N,1,0.0,0,501,N,2,2,2,2,60,59
46819,24-01004,18,2,6,0,1,1,4,1,1,4187.9,N,N,5,0.0,0,501,N,2,2,2,2,103,56
46820,08-00803,21,1,6,0,7,1,4,1,2,3393.2,9290,15,4,11200.0,2,501,N,2,2,2,2,37,58
46821,19-01700,84,2,6,0,1,N,N,3,0,3572.3,N,N,7,2200.0,1,16,N,2,1,2,2,81,0
46822,06-07502,35,2,6,0,6,0,N,1,2,33632.6,7390,10,10,238000.0,9,501,N,1,2,2,2,131,131
46823,19-01700,16,2,6,0,2,2,3,1,2,3572.3,N,N,4,0.0,0,184,N,2,2,2,2,58,84
46824,36-03710,27,2,6,0,2,N,N,3,0,52864.7,7690,10,5,12400.0,3,94,N,2,2,2,2,78,0
46825,19-01700,37,2,6,3,1,0,N,1,2,3572.3,6170,7,5,25600.0,4,192,N,2,2,2,2,116,116
46826,17-03529,26,1,6,0,1,N,N,3,0,15097.5,7870,11,9,40000.0,6,N,N,2,2,2,2,26,0
46827,32-00405,22,1,6,0,2,0,N,1,2,7990.5,4670,6,7,18000.0,3,136,N,2,2,2,2,160,160
46828,36-04010,24,2,6,0,2,0,4,1,2,50441.6,N,N,9,0.0,0,501,N,2,2,2,2,247,247
46829,19-01700,19,2,6,0,9,1,3,1,2,3572.3,8680,14,5,0.0,0,4,N,2,2,2,2,215,111
46830,38-00100,49,1,6,0,1,0,2,1,1,73.0,170,0,5,50000.0,6,501,N,2,2,2,2,7,8
46831,51-51255,34,1,6,1,2,0,N,1,2,11224.3,5090,6,5,13000.0,2,99,N,2,2,2,2,278,278
46832,08-00803,37,2,6,0,4,0,N,1,1,3393.2,5170,6,9,73000.0,7,501,N,2,2,2,2,85,85
46833,17-03529,22,1,6,0,6,N,N,3,0,15097.5,7870,11,7,13200.0,3,N,N,2,2,2,2,107,0
46834,08-00803,27,2,6,0,1,0,N,1,2,3393.2,9380,16,9,18000.0,3,137,N,2,2,2,2,75,92
46835,36-04010,59,2,6,3,2,0,3,1,2,50441.6,N,N,7,2300.0,1,176,N,1,1,2,2,35,37
46836,51-01301,23,2,6,0,1,0,N,1,2,11162.8,7390,10,9,60000.0,7,458,N,2,2,2,2,57,62
46837,30-00600,64,1,6,0,1,0,4,1,1,16.3,180,0,5,5500.0,1,92,N,2,2,2,2,21,28
46838,36-04010,18,1,6,4,8,0,3,1,2,50441.6,8680,14,4,2400.0,1,115,N,2,2,2,2,66,75
46839,38-00100,16,2,6,0,9,1,3,1,1,73.0,170,0,3,1000.0,0,385,N,2,2,2,2,50,31
46840,19-01700,20,1,6,0,1,0,N,1,1,3572.3,5370,6,9,13500.0,2,102,N,2,2,2,2,102,99
46841,24-01004,17,1,6,4,1,2,5,1,2,4187.9,7890,11,4,750.0,1,501,N,2,2,2,2,130,104
46842,38-00100,18,1,6,0,1,0,9,1,1,73.0,5391,6,5,5500.0,1,78,N,2,2,2,2,2,53
46843,24-01004,66,1,6,0,1,0,N,1,2,4187.9,7870,11,11,100000.0,8,501,N,2,2,2,2,95,95
46844,08-00803,22,2,6,1,2,0,3,1,1,3393.2,7860,11,9,10000.0,2,501,N,2,2,2,2,205,129
46845,29-01901,59,1,6,0,2,0,N,1,2,5434.8,N,N,4,9500.0,2,72,N,2,2,2,2,47,46
46846,36-03710,27,1,6,1,1,0,3,1,1,52864.7,4795,6,8,16500.0,3,501,N,2,2,2,2,87,68
46847,13-04600,20,1,6,0,2,N,N,3,0,3670.4,N,N,7,0.0,0,N,N,2,2,2,2,50,0
46848,19-01700,30,2,6,0,1,0,N,1,2,3572.3,9570,16,9,73000.0,8,501,N,2,1,2,2,486,485
46849,36-03710,29,2,6,4,2,0,4,1,2,52864.7,8660,14,4,0.0,0,35,N,2,2,1,2,112,112
46850,26-02702,20,1,6,0,1,N,N,3,0,4817.2,7280,10,7,83400.0,8,N,N,2,2,2,2,9,0
46851,17-03531,45,2,6,0,2,0,9,1,1,11171.6,6180,7,7,30000.0,5,239,N,2,2,2,2,84,53
46852,19-01700,63,1,6,0,1,0,N,1,1,3572.3,9390,16,7,1200.0,1,9,N,2,1,2,2,95,96
46853,01-01301,88,1,6,0,4,N,N,2,0,2731.2,N,N,5,9300.0,2,N,N,1,1,2,2,13,0
46854,13-04600,28,1,6,0,2,0,4,1,2,3670.4,8270,12,7,17500.0,4,408,N,2,2,2,2,97,74
46855,40-00200,16,1,6,0,9,6,8,1,1,90.7,N,N,4,0.0,0,202,N,2,2,2,2,165,203
46856,26-02702,22,1,6,0,6,0,N,1,2,4817.2,7490,10,9,10000.0,2,76,N,2,2,2,2,118,118
46857,36-04010,23,2,6,0,1,0,N,1,2,50441.6,8191,12,9,0.0,0,0,N,2,2,2,2,30,49
46858,28-01100,18,2,6,0,2,N,N,3,0,2674.3,N,N,5,0.0,0,N,N,2,2,2,2,71,0
46859,08-00803,20,2,6,0,1,0,N,1,2,3393.2,9090,15,5,30.0,1,0,N,2,2,2,2,94,94
46860,17-03529,42,1,6,0,2,N,N,3,0,15097.5,N,N,1,0.0,0,0,N,1,2,2,2,19,0
46861,32-00405,37,1,6,0,1,N,N,2,0,7990.5,7770,10,5,4300.0,1,N,N,2,2,2,2,107,0
46862,06-07502,25,1,6,0,8,0,N,1,2,33632.6,7380,10,9,70000.0,7,501,N,2,2,2,2,33,37
46863,06-07502,28,2,6,0,9,0,N,1,2,33632.6,6970,9,9,130000.0,9,501,N,2,2,2,2,297,228
46864,51-51255,21,1,6,0,1,0,4,1,1,11224.3,7870,11,9,6000.0,1,501,N,2,2,2,2,48,52
46865,17-03529,16,2,6,0,2,0,4,1,1,15097.5,N,N,4,0.0,0,221,N,2,2,2,2,92,57
46866,26-02702,27,2,6,0,1,0,N,1,2,4817.2,8680,14,5,11900.0,2,90,N,2,2,2,2,193,193
46867,17-03531,56,1,6,0,2,0,8,1,1,11171.6,7390,10,6,70000.0,8,486,6,1,2,2,2,323,229
46868,36-04010,30,1,6,0,5,0,2,1,2,50441.6,8191,12,9,88000.0,8,501,N,2,2,2,2,47,71
46869,38-00100,16,2,6,0,2,5,7,1,2,73.0,N,N,4,0.0,0,323,N,2,2,2,1,110,110
46870,51-51255,45,1,6,0,1,0,N,1,2,11224.3,9770,17,10,110700.0,8,501,N,2,2,2,2,97,97
46871,36-04010,27,2,6,0,1,0,2,1,2,50441.6,6970,9,5,34300.0,5,428,N,2,2,2,2,173,173
46872,01-01301,23,1,6,0,2,0,2,1,1,2731.2,4470,5,7,3000.0,1,358,N,2,2,2,2,83,38
46873,24-01004,16,2,6,4,1,0,N,1,1,4187.9,4971,6,4,1200.0,1,9,N,2,2,2,2,119,83
46874,36-04010,52,2,6,0,2,N,N,2,0,50441.6,N,N,7,0.0,0,N,N,2,1,2,2,96,0
46875,30-00600,19,2,6,0,2,N,N,2,0,16.3,N,N,5,0.0,0,N,N,2,2,2,2,125,6
46876,30-00600,16,2,6,0,1,2,4,1,1,16.3,N,N,6,0.0,0,501,N,2,2,2,2,40,13
46877,30-00600,46,1,6,0,1,0,N,1,2,16.3,6870,9,9,23600.0,4,179,N,2,2,2,2,150,149
46878,36-03710,35,1,6,0,1,0,N,1,2,52864.7,7860,11,9,58000.0,7,439,N,2,2,2,2,61,61
46879,29-01901,66,1,6,0,2,0,N,1,1,5434.8,8470,13,9,45200.0,7,370,N,2,2,2,2,73,72
46880,06-07502,30,2,6,1,9,0,N,1,2,33632.6,7380,10,9,105000.0,8,501,N,2,2,2,2,66,67
46881,08-00803,21,1,6,0,1,N,N,3,0,3393.2,7870,11,7,2000.0,1,N,N,2,2,2,2,99,0
46882,26-02702,53,2,6,0,1,0,N,1,1,4817.2,8590,14,10,10000.0,2,75,N,2,2,2,1,91,91
46883,51-01301,33,2,6,0,1,0,N,1,1,11162.8,7270,10,7,125000.0,9,501,N,2,2,2,2,52,50
46884,51-51255,28,2,6,0,1,0,N,1,2,11224.3,7071,9,10,75000.0,7,501,N,2,2,2,2,123,122
46885,17-03529,22,2,6,0,1,0,N,1,2,15097.5,6770,8,7,12000.0,2,90,N,2,2,2,2,51,51
46886,51-51255,33,2,6,0,1,0,N,1,2,11224.3,9590,16,11,88100.0,8,501,2,2,2,2,2,129,128
